X1,X2,X3,X4,X5,X6,X7,X8,X9,y
A,C1,CORAZ,J3LELA17,SP,TRBS,0,XXX,AAA,AAA-MB01
A,C1,CORAZ,J3LELA18,SP,MOBS,0,XXX,AAA,AAA-MB01
A,C1,CORAZ,J3LELA19,SP,RABS,0,XXX,AAA,AAA-MB01
A,C1,CORAZ,J3LELA20,SP,SYBS,0,XXX,AAA,AAA-MB01
A,C1,CORAZ,J3LELA20,SP,SYBS,0,XXX,CCC,CCC-MB01
M,J2,DKZIE,CODEZ12,SP,CLMM,11,XXX,BBB,BBB-PA02
M,J2,DKZIE,CODEZ12,SP,CLMM,28,XXX,BBB,BBB-PA02
M,J2,DKZIE,CODEZ12,SP,CLMM,37,XXX,BBB,BBB-PA04;BBB-PA05
M,J2,DKZIE,CODEZ12,SP,CLMM,37,XXX,DDDDD,DDDDD-PA01;DDDDD-PA02
M,J2,DKZIE,CODEZ12,SP,CLMM,37,XXX,DFDF,DFDF-PA01;DFDF-PA02;DFDF-PA04
M,J2,DKZIE,CODEZ12,SP,CLMM,40,XXX,BBB,BBB-PA01
M,J2,DKZIE,CODEZ12,SP,CLMM,50,XXX,DFDF,DFDF-PA02
M,J2,DKZIE,CODEZ12,SP,CLMM,63,XXX,BBB,BBB-PA01;BBB-PA03;BBB-PA04
M,J2,DKZIE,CODEZ12,SP,CLMM,68,XXX,BBB,BBB-PA01;BBB-PA03;BBB-PA04
M,J2,DKZIE,CODEZ12,SP,CLMM,78,XXX,BBB,BBB-PA03
M,J2,DKZIE,CODEZ12,SP,CLMM,94,XXX,BBB,BBB-PA01;BBB-PA03;BBB-PA04;BBB-PA05;BBB-PA06
M,J2,DKZIE,CODEZ12,SP,CLMM,94,XXX,DDDDD,DDDDD-PA02
M,J2,DKZIE,CODEZ12,SP,CLMM,94,XXX,DFDF,DFDF-PA01
M,J2,DKZIE,CODEZ12,SP,CLMM,111,XXX,BBB,BBB-PA04
M,J2,DKZIE,CODEZ12,SP,CLMM,111,XXX,DFDF,DFDF-PA01;DFDF-PA03
M,J2,DKZIE,CODEZ12,SP,CLMM,120,XXX,DFDF,DFDF-PA01;DFDF-PA02;DFDF-PA03;DFDF-PA04
M,J2,DKZIE,CODEZ14,SP,CLMA,11,XXX,BBB,BBB-PA02
M,J2,DKZIE,CODEZ14,SP,CLMA,20,XXX,BBB,BBB-PA01;BBB-PA02
M,J2,DKZIE,CODEZ14,SP,CLMA,26,XXX,BBB,BBB-PA01;BBB-PA02;BBB-PA03
M,J2,DKZIE,CODEZ14,SP,CLMA,28,XXX,BBB,BBB-PA02
M,J2,DKZIE,CODEZ14,SP,CLMA,34,XXX,BBB,BBB-PA05;BBB-PA06
M,J2,DKZIE,CODEZ14,SP,CLMA,37,XXX,BBB,BBB-PA04;BBB-PA05;BBB-PA06
M,J2,DKZIE,CODEZ14,SP,CLMA,37,XXX,DDDDD,DDDDD-PA01;DDDDD-PA02;DDDDD-PA03;DDDDD-PA04
M,J2,DKZIE,CODEZ14,SP,CLMA,37,XXX,DFDF,DFDF-PA01;DFDF-PA02;DFDF-PA04
M,J2,DKZIE,CODEZ14,SP,CLMA,40,XXX,BBB,BBB-PA01
M,J2,DKZIE,CODEZ14,SP,CLMA,50,XXX,DFDF,DFDF-PA02
